author_id,first_name,last_name,status,last_known_institution,google_scholar,orcid,openalex
145,Ariel,Stables-Kennedy,practitioner,McMaster University,NA,NA,NA
1450,Debbie,Feist,practitioner,Univeristy of Alberta,NA,NA,NA
1451,Kim,Frail,practitioner,Univeristy of Alberta,NA,NA,NA
1452,Celine,Gareau-Brennan,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=bOYy1_EAAAAJ""","""https://orcid.org/0000-0002-4666-2486""",NA
1453,Alison,Henry,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=pPlc1VAAAAAJ""","""https://orcid.org/0000-0002-5150-1433""",NA
1454,John,Huck,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0003-1150-5402""",NA
1455,Lucinda,Johnston,practitioner,Univeristy of Alberta,NA,NA,"https://openalex.org/A2911230357, https://openalex.org/A3111622545, https://openalex.org/A2963182000, https://openalex.org/A3160452182, https://openalex.org/A3111067984, https://openalex.org/A3111717479, https://openalex.org/A3111626479, https://openalex.org/A3111177643"
1456,Megan,Kennedy,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0003-2337-6441""",NA
1457,Janice,Kung,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=Ly0UDLsAAAAJ"", ""https://scholar.google.com/citations?hl=en&user=Ly0UDLsAAAAJ""","""https://orcid.org/0000-0001-8676-8675"", ""https://orcid.org/0000-0001-8676-8675""",NA
1458,Denis,Lacroix,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=RBduYtkAAAAJ""","""https://orcid.org/0000-0002-3878-917X""",NA
1459,Camille,Laforest,practitioner,Univeristy of Alberta,NA,NA,NA
146,Rick,Stapleton,practitioner,McMaster University,NA,NA,NA
1460,Larry,Laliberte,practitioner,Univeristy of Alberta,NA,NA,NA
1461,Sean,Luyk,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=CRHZquQAAAAJ""","""https://orcid.org/0000-0002-4619-3237""",NA
1462,Paul,Neff,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=jrqUBuAAAAAJ""",NA,NA
1463,Sarah,Polkinghorne,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=oYFXZ_oAAAAJ"", ""https://scholar.google.com/citations?hl=en&user=oYFXZ_oAAAAJ""","""https://orcid.org/0000-0002-8204-6891"", ""https://orcid.org/0000-0002-8204-6891""",NA
1464,Virginia,Pow,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=9CJrMaUAAAAJ""",NA,NA
1465,Linda,Quirk,practitioner,Univeristy of Alberta,NA,NA,NA
1466,Sarah,Severson,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=QsOKRm4AAAAJ""","""https://orcid.org/0000-0002-6670-0873""",NA
1467,Sarah,Shaughnessy,practitioner,Univeristy of Alberta,NA,NA,NA
1468,Patti,Sherbaniuk,practitioner,Univeristy of Alberta,NA,NA,NA
1469,Allison,Sivak,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=XxjXJpkAAAAJ""","""https://orcid.org/0000-0002-8100-9888""",NA
147,Bridget,Whittle,practitioner,McMaster University,NA,NA,NA
1470,Abigail,Sparling,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=bs4efeMAAAAJ""","""https://orcid.org/0000-0002-2635-8348""",NA
1471,Brian,Stearns,practitioner,Univeristy of Alberta,NA,NA,NA
1472,Lauren,Stieglitz,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=f0bwXssAAAAJ""","""https://orcid.org/0000-0003-1302-9526""",NA
1473,Jessica,Thorlakson,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=n-NSvagAAAAJ""","""https://orcid.org/0000-0002-2416-5024""",NA
1474,Doris,Wagner,practitioner,Univeristy of Alberta,NA,NA,NA
1475,Amanda,Wakaruk,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=4EPgTr8AAAAJ""","""https://orcid.org/0000-0003-2274-6164""",NA
1476,Elizabeth,Wallis,practitioner,Univeristy of Alberta,NA,NA,NA
1477,Liza,Chan,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=y9n45W4AAAAJ""",NA,"https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2161762417, https://openalex.org/A2986679368, https://openalex.org/A2161762417"
1478,Dagmara,Chojecki,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=EoaOrM4AAAAJ""",NA,NA
1479,Lisa,Tjosvold,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=wqrXs_gAAAAJ""","""https://orcid.org/0000-0002-5667-6312""",NA
148,Wade,Wyckoff,practitioner,McMaster University,NA,NA,NA
1480,Sonya,Betz,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?user=AvhER4kAAAAJ&hl=en&oi=ao""","""https://orcid.org/0000-0002-7552-666X""",NA
1481,Ian,Bigelow,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0003-2474-7929""",NA
1482,Christine,Brown,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=lvP7z6gAAAAJ""","""https://orcid.org/0000-0003-2598-7588""",NA
1483,Anne,Carr-Wiggin,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0002-6732-4734""",NA
1484,Trish,Chatterly,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=0U3RmOEAAAAJ""",NA,NA
1485,Thane,Chambers,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=WEJI4jYAAAAJ""","""https://orcid.org/0000-0002-7922-4992""",NA
1486,Cj,De Jong,practitioner,Univeristy of Alberta,NA,NA,NA
1487,Robert,Desmarais,practitioner,Univeristy of Alberta,NA,NA,NA
1488,Sharon,Farnel,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=hNH24tEAAAAJ""","""https://orcid.org/0000-0002-8869-2595"", ""https://orcid.org/0000-0002-8869-2595""",NA
1489,Nancy,Goebel,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=zwCc04MAAAAJ""",NA,NA
149,Wei,Zhang,practitioner,McMaster University,NA,NA,NA
1490,Kenton,Good,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0002-8571-7056""",NA
1491,Lindsay,Johnston,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0003-2671-6472""",NA
1492,Tim,Klassen,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=tlAEyoUAAAAJ""","""https://orcid.org/0000-0001-7736-9322""",NA
1493,Angie,Mandeville,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=atiV3d4AAAAJ""","""https://orcid.org/0000-0002-3339-4136""",NA
1494,Sam,Popowich,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=xNj8oisAAAAJ""","""https://orcid.org/0000-0002-2884-6628""",NA
1495,Leah,Vanderjagt,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0003-1532-051X""",NA
1496,Connie,Winther,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0002-5444-0111""",NA
1497,Lydia,Zvyagintseva,practitioner,Univeristy of Alberta,NA,NA,NA
1498,Geoffrey,Harder,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0002-0686-1405""","https://openalex.org/A2281085840, https://openalex.org/A2225403868, https://openalex.org/A2195884488, https://openalex.org/A2983408775, https://openalex.org/A2225403868, https://openalex.org/A2655162182"
1499,Denise,Lafitte,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=GI865CUAAAAJ""","""https://orcid.org/0000-0002-7410-6735""",NA
15,Gabriela-Magdalena,Sofian,practitioner,Université Laval,NA,NA,NA
150,Jason,Brodeur,practitioner,McMaster University,NA,"""https://orcid.org/0000-0001-7118-8360""",NA
1500,Sharon,Murphy,practitioner,Univeristy of Alberta,NA,NA,NA
1501,Weiwei,Shi,practitioner,Univeristy of Alberta,NA,"""https://orcid.org/0000-0002-1799-4393""",NA
1502,Dale,Askey,practitioner,Univeristy of Alberta,"""https://scholar.google.com/citations?hl=en&user=PBOG7HAAAAAJ""","""https://orcid.org/0000-0002-7580-9854""",NA
1503,Kathleen,Long,practitioner,Univeristy of Alberta,NA,NA,NA
1504,Anna,Gibson-Hollow,practitioner,Univeristy of Alberta,NA,NA,NA
1505,James,Franks,practitioner,Univeristy of Alberta,NA,NA,NA
1506,Gwen,Bird,practitioner,Simon Fraser University,NA,"""https://orcid.org/0000-0002-0032-7295""",NA
1507,Natalie,Gick,practitioner,Simon Fraser University,NA,NA,NA
1508,Patty,Gallilee,practitioner,Simon Fraser University,NA,NA,NA
1509,Mark,Jordan,practitioner,Simon Fraser University,NA,"""https://orcid.org/0000-0002-2327-4253""",NA
151,Renu,Barrett,practitioner,McMaster University,NA,NA,NA
1510,Anita,Cocchia,practitioner,Simon Fraser University,NA,NA,NA
1511,Mark,Christensen,practitioner,Simon Fraser University,NA,NA,NA
1512,Ebony,Magnus,practitioner,Simon Fraser University,NA,NA,NA
1513,Donald,Taylor,practitioner,Simon Fraser University,NA,"""https://orcid.org/0000-0003-3056-7123""",NA
1514,Nina,Saklikar,practitioner,Simon Fraser University,NA,NA,NA
1515,Kate,Shuttleworth,practitioner,Simon Fraser University,"""https://scholar.google.com/citations?hl=en&user=PYfUkb0AAAAJ""","""https://orcid.org/0000-0002-3479-2865""",NA
1516,James,Macgregor,practitioner,Simon Fraser University,NA,NA,NA
1517,Leanna,Jantzi,practitioner,Simon Fraser University,NA,NA,NA
1518,Ania,Dymarz,practitioner,Simon Fraser University,NA,NA,NA
1519,Ann,Mcdonell,practitioner,Simon Fraser University,NA,NA,NA
152,Christopher,Long,practitioner,McMaster University,NA,NA,NA
1520,Nicole,White,practitioner,Simon Fraser University,NA,NA,NA
1521,Gordon,Coleman,practitioner,Simon Fraser University,NA,NA,NA
1522,Melissa,Salrin,practitioner,Simon Fraser University,NA,NA,NA
1523,Camille,Callison,practitioner,University of the Fraser Valley,"""https://scholar.google.com/citations?hl=en&user=ZxYZ9DsAAAAJ""","""https://orcid.org/0000-0002-1854-6429""",NA
1524,Colleen,Bell,practitioner,University of the Fraser Valley,NA,NA,NA
1525,Heather,Compeau,practitioner,University of the Fraser Valley,NA,NA,NA
1526,Diane,Cruickshank,practitioner,University of the Fraser Valley,NA,NA,NA
1527,Alexis,Haddon,practitioner,University of the Fraser Valley,NA,NA,NA
1528,Janelle,(Haley) Sztuhar,practitioner,University of the Fraser Valley,NA,NA,NA
1529,Selena,Karli,practitioner,University of the Fraser Valley,NA,NA,NA
153,Viviane,Angers,practitioner,Université de Montréal,NA,NA,NA
1530,Hongfei,Li,practitioner,University of the Fraser Valley,NA,"""https://orcid.org/0000-0002-1540-0918""",NA
1531,Mary-Anne,Macdougall,practitioner,University of the Fraser Valley,NA,NA,NA
1532,Hui-Hui,Ou,practitioner,University of the Fraser Valley,NA,NA,NA
1533,Brenda,Phillips,practitioner,University of the Fraser Valley,NA,NA,NA
1534,Martin,Warkentin,practitioner,University of the Fraser Valley,NA,NA,NA
1535,Patti,Wilson,practitioner,University of the Fraser Valley,NA,NA,NA
1536,Lindsey,Maccallum,practitioner,Mount St. Vincent University,"""https://scholar.google.ca/citations?user=c17BlUsAAAAJ&hl=en&oi=ao""","""https://orcid.org/0000-0003-1016-2700""",NA
1537,Stanislav,Orlov,practitioner,Mount St. Vincent University,"""https://scholar.google.ca/citations?user=NZnBTocAAAAJ&hl=en&oi=ao""","""https://orcid.org/0000-0003-4773-5971""",NA
1538,Meg,Raven,practitioner,Mount St. Vincent University,NA,NA,NA
1539,Denyse,Rodrigues,practitioner,Mount St. Vincent University,"""https://scholar.google.ca/citations?user=TM3k37YAAAAJ&hl=en&oi=ao""","""https://orcid.org/0000-0002-4575-6878""",NA
154,Nadège,Arsa,practitioner,Université de Montréal,NA,NA,NA
1540,Alina,Ruiz,practitioner,Mount St. Vincent University,NA,NA,NA
1541,Sandra,Sawchuk,practitioner,Mount St. Vincent University,"""https://scholar.google.ca/citations?user=tRuSulkAAAAJ&hl=en&oi=ao""","""https://orcid.org/0000-0001-5894-0183""",NA
1542,Rebecca,Young,practitioner,NSCAD,NA,NA,NA
1543,Lelland,Reed,practitioner,NSCAD,NA,"""https://orcid.org/0000-0003-4439-5262""",NA
1544,Catherine,Arseneau,practitioner,Cape Breton University,NA,NA,NA
1545,Rachel,Head,practitioner,Cape Breton University,NA,"""https://orcid.org/0000-0001-5664-3142""",NA
1546,Cathy,Chisholm,practitioner,Cape Breton University,NA,NA,NA
1547,Mitchell,Jabalee,practitioner,Cape Breton University,NA,NA,NA
1548,Deanna,Manolakos,practitioner,Cape Breton University,NA,NA,NA
1549,Martin,Chandler,practitioner,Cape Breton University,"""https://scholar.google.com/citations?hl=en&user=VGrvB4kAAAAJ""",NA,NA
155,Denis,Arvisais,practitioner,Université de Montréal,NA,"""https://orcid.org/0000-0001-7727-4104""",NA
1550,Jasmine,Hoover,practitioner,Cape Breton University,"""https://scholar.google.com/citations?hl=en&user=QNVTPBMAAAAJ""","""https://orcid.org/0000-0002-3563-6952""",NA
1551,Jason,Lee,practitioner,Cape Breton University,NA,NA,NA
1552,Courtney,Vienneau,practitioner,Cape Breton University,NA,NA,NA
1553,Jane,Arnold,practitioner,Cape Breton University,NA,NA,NA
1554,Jason,Saulnier,practitioner,Universite Sainte-Anne,NA,NA,NA
1555,Pamela,Maher,practitioner,Universite Sainte-Anne,NA,NA,NA
1556,Betty Ann,German,practitioner,Universite Sainte-Anne,NA,NA,NA
1557,Rosalie,Robicheau,practitioner,Universite Sainte-Anne,NA,NA,NA
1558,Josiane,Boucher Mullen,practitioner,Universite Sainte-Anne,NA,NA,NA
1559,Jeannie,Bail,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0001-5017-8198""",NA
156,Teresa,Bascik,practitioner,Université de Montréal,NA,NA,NA
1560,Lesley,Balcom,practitioner,University of New Brunswick,NA,NA,NA
1561,Beverly,Benedict,practitioner,University of New Brunswick,NA,NA,NA
1562,Rachel,Benzenhoefer,practitioner,University of New Brunswick,NA,NA,NA
1563,Sass,Bergen,practitioner,University of New Brunswick,NA,NA,NA
1564,Karen,Black,practitioner,University of New Brunswick,NA,NA,NA
1565,Marc,Bragdon,practitioner,University of New Brunswick,NA,NA,NA
1566,Patrick,Brennan,practitioner,University of New Brunswick,NA,NA,NA
1567,Emily,Brennan,practitioner,University of New Brunswick,NA,NA,NA
1568,Ann,Bridges,practitioner,University of New Brunswick,NA,NA,NA
1569,Cheryle,Brown,practitioner,University of New Brunswick,NA,NA,NA
157,Mélanie,Avice,practitioner,Université de Montréal,NA,NA,NA
1570,Jeff,Carter,practitioner,University of New Brunswick,NA,NA,NA
1571,Brian,Cassidy,practitioner,University of New Brunswick,NA,NA,NA
1572,Caitlin,Christie,practitioner,University of New Brunswick,NA,NA,NA
1573,Tina,Clarke,practitioner,University of New Brunswick,NA,NA,NA
1574,Saran,Croos,practitioner,University of New Brunswick,NA,NA,NA
1575,Barry W.,Cull,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0003-0341-1924""",NA
1576,Laura,Dann,practitioner,University of New Brunswick,NA,NA,NA
1577,Kira,Della Valle,practitioner,University of New Brunswick,NA,NA,NA
1578,Joshua,Dickson,practitioner,University of New Brunswick,NA,NA,NA
1579,Amanda,Duffie,practitioner,University of New Brunswick,NA,NA,NA
158,Diane,Baillargeon,practitioner,Université de Montréal,NA,NA,NA
1580,Evan,Echols,practitioner,University of New Brunswick,NA,NA,NA
1581,Angela,Extell,practitioner,University of New Brunswick,NA,NA,NA
1582,Beth A,Ferguson,practitioner,University of New Brunswick,NA,NA,NA
1583,Susan,Fisher,practitioner,University of New Brunswick,NA,NA,NA
1584,Mattia,Fonzo,practitioner,University of New Brunswick,NA,NA,NA
1585,Rob,Glencross,practitioner,University of New Brunswick,NA,NA,NA
1586,Alex,Goudreau,practitioner,University of New Brunswick,"""https://scholar.google.com/citations?hl=en&user=XTf82uYAAAAJ""","""https://orcid.org/0000-0001-9411-1438""",NA
1587,Leah,Grandy,practitioner,University of New Brunswick,NA,NA,NA
1588,Jenna,Granger,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-0304-8013""",NA
1589,Siobhan,Hanratty,practitioner,University of New Brunswick,NA,NA,NA
159,Valérie,Bastien,practitioner,Université de Montréal,NA,NA,NA
1590,Christine,Jack,practitioner,University of New Brunswick,NA,NA,NA
1591,Zoe,Jackson,practitioner,University of New Brunswick,NA,NA,NA
1592,Patti,Auld Johnson,practitioner,University of New Brunswick,NA,NA,NA
1593,James,Kerr,practitioner,University of New Brunswick,NA,NA,NA
1594,Meghan,Kirkland,practitioner,University of New Brunswick,NA,NA,NA
1595,Jayanna,Klein-Deters,practitioner,University of New Brunswick,NA,NA,NA
1596,Jennifer,Lapointe,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0001-5822-4195""",NA
1597,Feng,Le,practitioner,University of New Brunswick,NA,NA,NA
1598,Craig,Leblanc,practitioner,University of New Brunswick,NA,NA,NA
1599,Christine,Lovelace,practitioner,University of New Brunswick,NA,NA,NA
16,Annie,Bérubé,practitioner,Université Laval,NA,NA,NA
160,Maryna,Beaulieu,practitioner,Université de Montréal,NA,NA,NA
1600,Samantha,Macdonald,practitioner,University of New Brunswick,NA,NA,NA
1601,Mallory,Macdonald,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-0272-6935""",NA
1602,James,Macintosh,practitioner,University of New Brunswick,NA,NA,NA
1603,James,Mackenzie,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-2372-1009""",NA
1604,Mark D,Macpherson,practitioner,University of New Brunswick,NA,NA,NA
1605,Kim,Maguire,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0001-6160-9336""",NA
1606,David,Matthews,practitioner,University of New Brunswick,NA,NA,NA
1607,Jeremy,Mcdermott,practitioner,University of New Brunswick,NA,NA,NA
1608,Nancy,Mclaughlin,practitioner,University of New Brunswick,NA,NA,NA
1609,Alicia,Mclaughlin,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0001-5196-9928""",NA
161,Lyne,Bélanger,practitioner,Université de Montréal,NA,NA,NA
1610,Doreen,Mclellan-Savoie,practitioner,University of New Brunswick,NA,NA,NA
1611,Mike,Meade,practitioner,University of New Brunswick,NA,NA,NA
1612,Erik,Moore,practitioner,University of New Brunswick,NA,NA,NA
1613,Julie,Morris,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0003-1168-7154""",NA
1614,Elizabeth,Munn,practitioner,University of New Brunswick,NA,NA,NA
1615,Mike,Nason,practitioner,University of New Brunswick,"""https://scholar.google.com/citations?hl=en&user=frs_JAoAAAAJ""","""https://orcid.org/0000-0001-5527-8489""",NA
1616,Shauntelle A,Nurse,practitioner,University of New Brunswick,NA,NA,NA
1617,Susan,Oliver,practitioner,University of New Brunswick,NA,NA,NA
1618,Jenny,Palk,practitioner,University of New Brunswick,NA,NA,NA
1619,Lisa,Pollock,practitioner,University of New Brunswick,NA,NA,NA
162,Nathalie,Bélanger,practitioner,Université de Montréal,NA,NA,NA
1620,David,Ross,practitioner,University of New Brunswick,NA,NA,NA
1621,Linda,Roulston,practitioner,University of New Brunswick,NA,NA,NA
1622,Julia,Roy,practitioner,University of New Brunswick,NA,NA,NA
1623,Jacob,Sanford,practitioner,University of New Brunswick,"""https://scholar.google.com/citations?hl=en&user=aN0xvUYAAAAJ""","""https://orcid.org/0000-0001-6300-0559""",NA
1624,Patrick,Schilf,practitioner,University of New Brunswick,NA,NA,NA
1625,Jamie,Shaddick,practitioner,University of New Brunswick,NA,NA,NA
1626,Scott R,Shannon,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0001-6729-8284""",NA
1627,Alanna L,Simpson,practitioner,University of New Brunswick,NA,NA,NA
1628,Nicole,Slipp,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-5247-2734""",NA
1629,Agnieszka,Sliwka,practitioner,University of New Brunswick,NA,NA,NA
163,Pascale,Bellemare,practitioner,Université de Montréal,NA,NA,NA
1630,Harmony,Smeltzer,practitioner,University of New Brunswick,NA,NA,NA
1631,Pamela,Smith,practitioner,University of New Brunswick,NA,NA,NA
1632,Hilary,Smith,practitioner,University of New Brunswick,NA,NA,NA
1633,Joanne,Smyth,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-8939-3183""",NA
1634,Merle,Steeves,practitioner,University of New Brunswick,NA,NA,NA
1635,Matthew,Stewart,practitioner,University of New Brunswick,NA,NA,NA
1636,Philip,Taber,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-1397-7844""",NA
1637,Mario,Tiozzo,practitioner,University of New Brunswick,NA,NA,NA
1638,Camilo,Villamizar,practitioner,University of New Brunswick,NA,NA,NA
1639,Kimberly,Vose Jones,practitioner,University of New Brunswick,NA,NA,NA
164,Catherine,Bernier,practitioner,Université de Montréal,NA,NA,NA
1640,Matty,Watson,practitioner,University of New Brunswick,NA,NA,NA
1641,Mary-Kathryn,Whitney,practitioner,University of New Brunswick,NA,NA,NA
1642,Richelle,Witherspoon,practitioner,University of New Brunswick,NA,"""https://orcid.org/0000-0002-8182-2940""",NA
1643,Tatiana,Zaraiskaya,practitioner,University of New Brunswick,"""https://scholar.google.com/citations?hl=en&user=BB6c8XQAAAAJ""","""https://orcid.org/0000-0001-9294-6052""",NA
1644,Marthe,Brideau,practitioner,University De Moncton,NA,"""https://orcid.org/0000-0002-5047-981X""",NA
1645,Hector,Alvarez,practitioner,University De Moncton,NA,NA,NA
1646,Anne,Arseneau,practitioner,University De Moncton,NA,NA,NA
1647,Lynn,Bissonnette,practitioner,University De Moncton,NA,NA,NA
1648,Norman,Chiasson,practitioner,University De Moncton,NA,NA,NA
1649,Carole,Cyr,practitioner,University De Moncton,NA,"""https://orcid.org/0000-0001-9156-0182""",NA
165,Éric,Bouchard,practitioner,Université de Montréal,NA,NA,NA
1650,Johanne,Degarie,practitioner,University De Moncton,NA,NA,NA
1651,Ginette,Doucet,practitioner,University De Moncton,NA,NA,NA
1652,Charlotte,Duguay,practitioner,University De Moncton,NA,NA,NA
1653,Julie,Gagnon,practitioner,University De Moncton,NA,NA,NA
1654,Raymond,Gallant,practitioner,University De Moncton,NA,NA,NA
1655,Regis,Gaudet,practitioner,University De Moncton,NA,NA,NA
1656,Guylaine,Girard,practitioner,University De Moncton,NA,NA,NA
1657,Pierre,Goguen,practitioner,University De Moncton,NA,"""https://orcid.org/0000-0002-6409-4726""",NA
1658,Mark,Harper,practitioner,University De Moncton,NA,NA,NA
1659,Adel,Labidi,practitioner,University De Moncton,NA,NA,NA
166,Martine,Bourion,practitioner,Université de Montréal,NA,NA,NA
1660,Caroline,Leblanc,practitioner,University De Moncton,NA,NA,NA
1661,Mauritius,Malenfant,practitioner,University De Moncton,NA,NA,NA
1662,Natalie,Parent,practitioner,University De Moncton,NA,NA,NA
1663,Donald C,Rail,practitioner,University De Moncton,NA,NA,NA
1664,Natalie,Richard,practitioner,University De Moncton,NA,NA,NA
1665,Denise M,Savoie,practitioner,University De Moncton,NA,NA,NA
1666,Joanne,Theriault,practitioner,University De Moncton,NA,NA,NA
1667,Victoria,Volkanova,practitioner,University De Moncton,"""https://scholar.google.com/citations?hl=en&user=O5NeVbUAAAAJ""",NA,NA
1668,Lindsay,Alcock,practitioner,Memorial University,NA,"""https://orcid.org/0000-0002-6428-5768""",NA
1669,Erin,Alcock,practitioner,Memorial University,NA,NA,NA
167,Marilou,Bourque,practitioner,Université de Montréal,NA,NA,NA
1670,Alison,Ambi,practitioner,Memorial University,"""https://scholar.google.com/citations?hl=en&user=pT4TcXkAAAAJ""","""https://orcid.org/0000-0003-4872-5142""",NA
1671,Aishah,Azam,practitioner,Memorial University,NA,"""https://orcid.org/0000-0002-7039-2260""",NA
1672,Aspi,Balsara,practitioner,Memorial University,NA,NA,NA
1673,Janet,Bangma,practitioner,Memorial University,NA,"""https://orcid.org/0000-0001-7227-1887""",NA
1674,Maurice,Barry,practitioner,Memorial University,NA,"""https://orcid.org/0000-0003-2414-3842""",NA
1675,Natalia,Barykina,practitioner,Memorial University,NA,NA,NA
1676,Anne,Bowden,practitioner,Memorial University,NA,"""https://orcid.org/0000-0003-1494-5374""",NA
1677,Mark,Brown,practitioner,Memorial University,NA,NA,NA
1678,Nicole,Cahill,practitioner,Memorial University,NA,NA,NA
1679,Jessica,Cahill-Bouzane,practitioner,Memorial University,NA,NA,NA
168,Myriam,Boyer,practitioner,Université de Montréal,NA,NA,NA
1680,Alice,Canning,practitioner,Memorial University,NA,NA,NA
1681,Amy,Clark,practitioner,Memorial University,NA,NA,NA
1682,Terri-Lynn,Condon,practitioner,Memorial University,NA,NA,NA
1683,Karen,Darby,practitioner,Memorial University,NA,NA,NA
1684,Glenda,Dawe,practitioner,Memorial University,NA,NA,NA
1685,Christine,Doody,practitioner,Memorial University,NA,NA,NA
1686,Donna,Doucette,practitioner,Memorial University,NA,NA,NA
1687,Michaela,Doucette,practitioner,Memorial University,NA,NA,NA
1688,Richard,Ellis,practitioner,Memorial University,NA,NA,NA
1689,Sue,Fahey,practitioner,Memorial University,NA,NA,NA
169,Rafael Rangel,Braga,practitioner,Université de Montréal,NA,"""https://orcid.org/0000-0002-5181-2901""",NA
1690,Alison,Farrell,practitioner,Memorial University,"""https://scholar.google.com/citations?hl=en&user=7O1hs0YAAAAJ""","""https://orcid.org/0000-0001-8111-5616""",NA
1691,Colleen,Field,practitioner,Memorial University,NA,NA,NA
1692,Mike,Fitzpatrick,practitioner,Memorial University,NA,NA,NA
1693,Lori,Fleming,practitioner,Memorial University,NA,NA,NA
1694,Dion,Fowlow,practitioner,Memorial University,NA,NA,NA
1695,Susan,Fry,practitioner,Memorial University,NA,NA,NA
1696,Darren,Furey,practitioner,Memorial University,NA,NA,NA
1697,Patrick,Gamsby,practitioner,Memorial University,"""https://scholar.google.com/citations?hl=en&user=RIzj-tEAAAAJ""","""https://orcid.org/0000-0002-9491-481X""",NA
1698,Brett,Gillam,practitioner,Memorial University,NA,NA,NA
1699,Ian,Gillies,practitioner,Memorial University,NA,NA,NA
17,Joé,Bouchard,practitioner,Université Laval,NA,NA,NA
170,Sylvie,Brunet,practitioner,Université de Montréal,NA,"""https://orcid.org/0000-0003-0932-3941""",NA
1700,Janet,Goosney,practitioner,Memorial University,NA,"""https://orcid.org/0000-0002-7145-6019""",NA
1701,Devon,Griffin,practitioner,Memorial University,NA,NA,NA
1702,Keith,Hannaford,practitioner,Memorial University,NA,NA,NA
1703,Carolyn,Hawkins,practitioner,Memorial University,NA,NA,NA
1704,Melissa,Hefford,practitioner,Memorial University,NA,NA,NA
1705,Sharon,Hewitt,practitioner,Memorial University,NA,NA,NA
1706,Jackie,Hillier,practitioner,Memorial University,NA,NA,NA
1707,Nicole,Holloway,practitioner,Memorial University,NA,NA,NA
1708,Krista,Howell,practitioner,Memorial University,NA,NA,NA
1709,Paul,Ivany,practitioner,Memorial University,NA,NA,NA
