"","sm_code","publication_year","type","count","n_cits"
"10476",20,1986,"journal-article",22,16
"10477",20,1987,"journal-article",24,13
"10478",20,1988,"journal-article",54,104
"10479",20,1989,"journal-article",45,75
"10480",20,1990,"journal-article",33,189
"10481",20,1991,"journal-article",47,129
"10482",20,1992,"journal-article",44,61
"10483",20,1993,"journal-article",66,232
"10484",20,1994,"journal-article",55,171
"10485",20,1995,"journal-article",53,120
"10486",20,1996,"journal-article",149,182
"10487",20,1997,"journal-article",74,207
"10488",20,1998,"journal-article",98,91
"10489",20,1999,"journal-article",64,69
"10490",20,2000,"journal-article",88,281
