"","sm_code","publication_year","type","count","n_cits"
"17250",87,1995,"book-chapter",18,0
"17251",87,1995,"journal-article",2858,12161
"17252",87,1996,"book-chapter",1,3
"17253",87,1996,"journal-article",2823,16594
"17254",87,1997,"book-chapter",4,0
"17255",87,1997,"journal-article",3257,19862
"17256",87,1998,"book-chapter",5,0
"17257",87,1998,"journal-article",3618,23414
"17258",87,1999,"book-chapter",3,1
"17259",87,1999,"journal-article",3640,22566
"17260",87,2000,"book-chapter",1,0
"17261",87,2000,"journal-article",3882,28767
"17262",87,2001,"book",1,0
"17263",87,2001,"book-chapter",1,0
"17264",87,2001,"journal-article",3376,24106
"17265",87,2002,"book-chapter",4,0
"17266",87,2002,"journal-article",3417,21233
"17267",87,2003,"book",1,0
"17268",87,2003,"book-chapter",13,0
"17269",87,2003,"journal-article",3767,28508
"17270",87,2004,"book-chapter",2,0
"17271",87,2004,"journal-article",4240,35076
"17272",87,2004,"posted-content",1,0
"17273",87,2005,"book-chapter",1,0
"17274",87,2005,"journal-article",4153,37186
"17275",87,2006,"book-chapter",3,0
"17276",87,2006,"journal-article",4026,35166
"17277",87,2006,"reference-entry",1,0
"17278",87,2007,"book-chapter",3,0
"17279",87,2007,"journal-article",4230,34062
"17280",87,2008,"book",1,0
"17281",87,2008,"book-chapter",1,0
"17282",87,2008,"journal-article",4310,33782
"17283",87,2009,"book-chapter",3,0
"17284",87,2009,"journal-article",4521,29920
"17285",87,2010,"book-chapter",1,0
"17286",87,2010,"journal",1,0
"17287",87,2010,"journal-article",4048,30005
"17288",87,2011,"book-chapter",4,0
"17289",87,2011,"journal",1,0
"17290",87,2011,"journal-article",3532,20164
"17291",87,2011,"posted-content",4,0
"17292",87,2012,"book",1,0
"17293",87,2012,"book-chapter",2,0
"17294",87,2012,"journal-article",3730,16843
"17295",87,2013,"book",1,0
"17296",87,2013,"journal",7,0
"17297",87,2013,"journal-article",3116,14009
"17298",87,2013,"posted-content",1,0
"17299",87,2014,"book-chapter",9,0
"17300",87,2014,"journal",2,0
"17301",87,2014,"journal-article",2686,9256
"17302",87,2014,"posted-content",1,0
"17303",87,2015,"book-chapter",4,0
"17304",87,2015,"journal-article",2231,5615
"17305",87,2015,"posted-content",2,0
"17306",87,2016,"book-chapter",1,0
"17307",87,2016,"journal-article",3082,5233
"17308",87,2016,"posted-content",4,0
"17309",87,2017,"journal-article",2762,4615
"17310",87,2017,"posted-content",1,0
"17311",87,2018,"book-chapter",1,0
"17312",87,2018,"journal",1,0
"17313",87,2018,"journal-article",1573,3155
"17314",87,2019,"journal",2,0
"17315",87,2019,"journal-article",1526,1749
"17316",87,2019,"posted-content",1,0
"17317",87,2020,"book-chapter",1,2
"17318",87,2020,"journal",2,0
"17319",87,2020,"journal-article",1987,2645
"17320",87,2020,"journal-issue",3,1
"17321",87,2020,"posted-content",1,16
"17322",87,2020,NA,7,0
"17323",87,2021,"book",1,0
"17324",87,2021,"book-chapter",27,0
"17325",87,2021,"journal",14,0
"17326",87,2021,"journal-article",6934,1672
"17327",87,2021,"journal-issue",2,0
"17328",87,2021,"other",14,1
"17329",87,2021,"posted-content",17,0
"17330",87,2021,NA,455,97
"17331",87,2022,"journal-article",2861,263
"17332",87,2022,"other",29,1
"17333",87,2022,"posted-content",44,4
"17334",87,2022,NA,1,1
"17335",87,NA,"book-chapter",1,0
"17336",87,NA,"journal-article",601,0
"17337",88,1927,"journal-article",1,0
"17338",88,1928,"journal-article",1,0
"17339",88,1953,"journal-article",6,8
"17340",88,1954,"journal-article",46,4
"17341",88,1955,"journal-article",45,5
"17342",88,1956,"journal-article",49,4
"17343",88,1957,"journal-article",53,5
"17344",88,1958,"journal-article",55,0
"17345",88,1959,"journal-article",50,7
"17346",88,1960,"journal-article",45,6
"17347",88,1961,"journal-article",48,79
"17348",88,1962,"journal-article",34,1
"17349",88,1963,"journal-article",75,27
"17350",88,1964,"journal-article",68,8
"17351",88,1965,"journal-article",57,41
"17352",88,1966,"journal-article",77,24
"17353",88,1967,"journal-article",67,1810
"17354",88,1968,"journal-article",124,44
"17355",88,1969,"journal-article",78,57
"17356",88,1970,"journal-article",45,87
"17357",88,1971,"journal-article",44,74
"17358",88,1972,"journal-article",11,17
"17359",88,1973,"journal-article",18,60
"17360",88,1974,"journal-article",30,82
"17361",88,1975,"journal-article",31,250
"17362",88,1976,"journal-article",35,101
"17363",88,1977,"journal-article",39,134
"17364",88,1978,"journal-article",30,75
"17365",88,1979,"journal-article",34,40
"17366",88,1980,"journal-article",39,75
"17367",88,1981,"journal-article",51,89
"17368",88,1982,"journal-article",49,99
"17369",88,1983,"journal-article",31,91
"17370",88,1984,"journal-article",47,81
"17371",88,1985,"journal-article",53,107
"17372",88,1986,"journal-article",42,182
"17373",88,1987,"journal-article",218,2276
"17374",88,1988,"journal-article",189,1711
"17375",88,1989,"journal-article",168,1961
"17376",88,1990,"journal-article",135,1284
"17377",88,1991,"journal-article",164,1301
"17378",88,1992,"journal-article",162,1732
"17379",88,1993,"journal-article",179,1492
"17380",88,1994,"journal-article",149,1083
"17381",88,1995,"book-chapter",3,0
"17382",88,1995,"journal-article",181,1642
"17383",88,1996,"book-chapter",2,0
"17384",88,1996,"journal-article",188,1232
"17385",88,1997,"book-chapter",3,0
"17386",88,1997,"journal-article",68,142
"17387",88,1998,"book-chapter",3,0
"17388",88,1998,"journal-article",88,137
"17389",88,1999,"book-chapter",4,0
"17390",88,1999,"journal-article",62,118
"17391",88,2000,"book-chapter",1,0
"17392",88,2000,"journal-article",70,362
"17393",88,2001,"book-chapter",1,0
"17394",88,2001,"journal-article",67,235
"17395",88,2002,"book-chapter",2,0
"17396",88,2002,"journal-article",73,252
"17397",88,2003,"book-chapter",2,2
"17398",88,2003,"journal-article",27,28
"17399",88,2004,"book-chapter",3,0
"17400",88,2004,"journal-article",57,49
"17401",88,2005,"book-chapter",1,0
"17402",88,2005,"journal-article",50,101
"17403",88,2006,"book-chapter",5,2
"17404",88,2006,"journal-article",42,378
"17405",88,2007,"book-chapter",2,0
"17406",88,2007,"journal-article",49,40
"17407",88,2008,"book-chapter",3,0
"17408",88,2008,"journal-article",33,14
"17409",88,2009,"book-chapter",4,0
"17410",88,2009,"journal-article",26,51
"17411",88,2010,"book-chapter",2,0
"17412",88,2010,"journal-article",69,133
"17413",88,2011,"book-chapter",2,0
"17414",88,2011,"journal-article",49,6
"17415",88,2012,"book-chapter",5,0
"17416",88,2012,"journal-article",47,13
"17417",88,2013,"book-chapter",5,0
"17418",88,2013,"journal-article",76,45
"17419",88,2014,"book-chapter",3,0
"17420",88,2014,"journal-article",26,12
"17421",88,2015,"journal-article",25,26
"17422",88,2016,"journal-article",97,4
"17423",88,2017,"journal-article",61,1
"17424",88,2018,"journal-article",49,9
"17425",88,2019,"journal-article",207,81
"17426",88,2020,"book-chapter",2,0
"17427",88,2020,"journal-article",61,11
"17428",88,2021,"book-chapter",1,0
"17429",88,2021,"journal-article",141,7
"17430",88,2022,"journal-article",58,7
"17431",88,NA,"journal-article",1,0
"17432",89,1897,"journal-article",1,0
"17433",89,1898,"journal-article",1,0
"17434",89,1900,"journal-article",2,0
"17435",89,1901,"journal-article",1,5
"17436",89,1902,"journal-article",1,0
"17437",89,1909,"journal-article",8,0
"17438",89,1910,"journal-article",5,0
"17439",89,1911,"journal-article",5,0
"17440",89,1912,"journal-article",7,0
"17441",89,1913,"journal-article",10,11
"17442",89,1914,"journal-article",9,13
"17443",89,1915,"journal-article",7,5
"17444",89,1916,"journal-article",9,1
"17445",89,1917,"journal-article",10,0
"17446",89,1918,"journal-article",6,1
"17447",89,1919,"journal-article",4,8
"17448",89,1920,"journal-article",7,6
"17449",89,1921,"journal-article",8,3
"17450",89,1922,"journal-article",8,1
"17451",89,1923,"journal-article",10,2
"17452",89,1924,"journal-article",8,2
"17453",89,1925,"journal-article",15,0
"17454",89,1926,"journal-article",14,3
"17455",89,1927,"journal-article",23,22
"17456",89,1928,"journal-article",31,9
"17457",89,1929,"journal-article",49,2
"17458",89,1930,"journal-article",51,15
"17459",89,1931,"journal-article",28,12
"17460",89,1932,"journal-article",19,1
"17461",89,1933,"journal-article",39,3
"17462",89,1934,"journal-article",23,41
"17463",89,1935,"journal-article",25,0
"17464",89,1936,"journal-article",29,0
"17465",89,1937,"journal-article",25,0
"17466",89,1938,"journal-article",23,1
"17467",89,1939,"journal-article",32,8
"17468",89,1940,"journal-article",10,48
"17469",89,1941,"journal-article",22,1
"17470",89,1942,"journal-article",56,24
"17471",89,1943,"journal-article",8,0
"17472",89,1944,"journal-article",29,24
"17473",89,1945,"journal-article",49,43
"17474",89,1946,"journal-article",41,32
"17475",89,1947,"journal-article",80,111
"17476",89,1948,"journal-article",71,79
"17477",89,1949,"journal-article",106,87
"17478",89,1950,"journal-article",103,114
"17479",89,1951,"journal-article",84,115
"17480",89,1952,"journal-article",95,125
"17481",89,1953,"journal-article",135,230
"17482",89,1954,"journal-article",131,275
"17483",89,1955,"journal-article",140,220
"17484",89,1956,"journal-article",247,135
"17485",89,1957,"journal-article",213,235
"17486",89,1958,"journal-article",296,206
"17487",89,1959,"journal-article",171,448
"17488",89,1960,"journal-article",287,583
"17489",89,1961,"journal-article",295,491
"17490",89,1962,"journal-article",324,883
"17491",89,1963,"journal-article",335,572
"17492",89,1964,"book-chapter",1,0
"17493",89,1964,"journal-article",298,542
"17494",89,1965,"book-chapter",2,1
"17495",89,1965,"journal-article",263,502
"17496",89,1966,"journal-article",184,415
"17497",89,1967,"book-chapter",1,0
"17498",89,1967,"journal-article",339,917
"17499",89,1968,"book-chapter",1,0
"17500",89,1968,"journal-article",374,739
"17501",89,1969,"book-chapter",1,0
"17502",89,1969,"journal-article",420,1270
"17503",89,1970,"book-chapter",3,0
"17504",89,1970,"journal-article",609,1437
"17505",89,1971,"book-chapter",1,0
"17506",89,1971,"journal-article",461,985
"17507",89,1972,"book-chapter",3,0
"17508",89,1972,"journal-article",502,1328
"17509",89,1973,"journal-article",562,1390
"17510",89,1974,"journal-article",544,1320
"17511",89,1975,"journal-article",500,1228
"17512",89,1976,"book-chapter",2,0
"17513",89,1976,"journal-article",460,1346
"17514",89,1977,"book-chapter",1,0
"17515",89,1977,"journal-article",541,1782
"17516",89,1978,"journal-article",551,1453
"17517",89,1979,"journal-article",527,1437
"17518",89,1980,"journal-article",753,2465
"17519",89,1981,"journal-article",507,2268
"17520",89,1982,"book-chapter",2,0
"17521",89,1982,"journal-article",531,1791
"17522",89,1983,"book-chapter",2,0
"17523",89,1983,"journal-article",783,2482
"17524",89,1984,"journal-article",764,3786
"17525",89,1985,"book-chapter",1,0
"17526",89,1985,"journal-article",799,3546
"17527",89,1986,"book-chapter",1,0
"17528",89,1986,"journal-article",836,3721
"17529",89,1987,"journal-article",891,3405
"17530",89,1988,"journal-article",1035,3365
"17531",89,1989,"journal-article",854,3530
"17532",89,1990,"journal-article",1083,5716
"17533",89,1991,"journal-article",1337,7648
"17534",89,1992,"book-chapter",1,0
"17535",89,1992,"journal-article",967,4363
"17536",89,1993,"journal-article",1041,6671
"17537",89,1994,"journal-article",1000,6903
"17538",89,1995,"book-chapter",2,0
"17539",89,1995,"journal-article",883,6644
"17540",89,1996,"book-chapter",2,2
"17541",89,1996,"journal-article",813,5742
"17542",89,1997,"journal-article",820,6915
"17543",89,1998,"journal-article",1076,6107
"17544",89,1999,"book-chapter",1,0
"17545",89,1999,"journal-article",1063,9825
"17546",89,2000,"book-chapter",2,0
"17547",89,2000,"journal-article",1019,5527
"17548",89,2001,"book-chapter",1,0
"17549",89,2001,"journal-article",893,5129
"17550",89,2002,"journal-article",839,5276
"17551",89,2003,"book-chapter",1,0
"17552",89,2003,"journal-article",896,5160
"17553",89,2004,"book-chapter",3,3
"17554",89,2004,"journal-article",878,8311
"17555",89,2005,"book-chapter",2,0
"17556",89,2005,"journal-article",832,5401
"17557",89,2006,"book-chapter",5,0
"17558",89,2006,"journal-article",773,5366
"17559",89,2007,"journal-article",813,4621
"17560",89,2008,"book-chapter",2,0
"17561",89,2008,"journal-article",906,5276
"17562",89,2009,"book-chapter",3,0
"17563",89,2009,"journal-article",668,4180
"17564",89,2010,"book",1,0
"17565",89,2010,"book-chapter",2,0
"17566",89,2010,"journal-article",617,2325
"17567",89,2011,"book-chapter",2,0
"17568",89,2011,"journal-article",487,2530
"17569",89,2012,"journal-article",452,2505
"17570",89,2013,"book-chapter",4,0
"17571",89,2013,"journal-article",953,3039
"17572",89,2014,"book-chapter",1,0
"17573",89,2014,"journal-article",525,1794
"17574",89,2015,"journal-article",463,1759
"17575",89,2016,"book-chapter",1,0
"17576",89,2016,"journal-article",601,1176
"17577",89,2017,"journal-article",322,1027
"17578",89,2018,"journal-article",288,570
"17579",89,2019,"journal-article",238,124
"17580",89,2020,"journal-article",332,113
"17581",89,2021,"book-chapter",5,0
"17582",89,2021,"journal",4,0
"17583",89,2021,"journal-article",526,59
"17584",89,2021,"journal-issue",1,0
"17585",89,2021,NA,19,4
"17586",89,2022,"journal-article",173,8
"17587",89,2022,"other",1,0
"17588",89,NA,"journal-article",7,0
"17589",90,1800,"journal-article",1,0
"17590",90,1895,"journal-article",2,0
"17591",90,1925,"journal-article",22,10
"17592",90,1926,"journal-article",48,20
"17593",90,1927,"journal-article",35,26
"17594",90,1928,"journal-article",26,21
"17595",90,1929,"journal-article",29,7
"17596",90,1930,"journal-article",36,23
"17597",90,1931,"journal-article",46,107
"17598",90,1932,"journal-article",46,60
"17599",90,1933,"journal-article",64,59
"17600",90,1934,"journal-article",97,72
"17601",90,1935,"journal-article",146,32
"17602",90,1936,"journal-article",148,27
"17603",90,1937,"journal-article",115,32
"17604",90,1938,"journal-article",174,32
"17605",90,1939,"journal-article",164,88
"17606",90,1940,"journal-article",200,58
"17607",90,1941,"journal-article",90,113
"17608",90,1942,"journal-article",290,125
"17609",90,1943,"journal-article",318,81
"17610",90,1944,"journal-article",305,122
"17611",90,1945,"journal-article",151,161
"17612",90,1946,"journal-article",381,238
"17613",90,1947,"journal-article",419,652
"17614",90,1948,"journal-article",309,168
"17615",90,1949,"journal-article",199,286
"17616",90,1950,"journal-article",171,187
"17617",90,1951,"journal-article",553,621
"17618",90,1952,"journal-article",365,463
"17619",90,1953,"journal-article",291,308
"17620",90,1954,"journal-article",406,298
"17621",90,1955,"journal-article",402,521
"17622",90,1956,"journal-article",392,664
"17623",173,1990,"journal-article",416,440
"17624",173,1990,"other",1,0
"17625",173,1991,"book",2,0
"17626",173,1991,"book-chapter",3,0
"17627",173,1991,"journal-article",733,478
"17628",173,1992,"book",1,0
"17629",173,1992,"journal-article",831,951
"17630",173,1993,"journal-article",738,1408
"17631",173,1993,"posted-content",6,22
"17632",173,1994,"book",4,0
"17633",173,1994,"book-chapter",3,0
"17634",173,1994,"journal-article",844,1452
"17635",173,1994,"posted-content",6,8
"17636",173,1995,"book",1,0
"17637",173,1995,"journal-article",903,1633
"17638",173,1995,"other",1,0
"17639",173,1995,"posted-content",2,78
"17640",173,1996,"book-chapter",2,0
"17641",173,1996,"journal-article",982,1763
"17642",173,1996,"posted-content",5,29
"17643",173,1997,"book",3,0
"17644",173,1997,"journal-article",1362,2012
"17645",173,1997,"other",2,0
"17646",173,1997,"posted-content",9,19
"17647",173,1998,"journal-article",1672,3348
"17648",173,1998,"posted-content",4,11
"17649",173,1999,"book-chapter",2,0
"17650",173,1999,"journal-article",1240,3663
"17651",173,1999,"posted-content",2,0
"17652",173,2000,"book-chapter",3,0
"17653",173,2000,"journal-article",1046,2581
"17654",173,2000,"posted-content",1,0
"17655",173,2001,"book-chapter",3,0
"17656",173,2001,"journal-article",1002,3343
"17657",173,2001,"posted-content",2,0
"17658",173,2002,"book",3,1
"17659",173,2002,"book-chapter",7,0
"17660",173,2002,"journal-article",1086,6008
"17661",173,2002,"posted-content",2,22
"17662",173,2003,"book-chapter",15,0
"17663",173,2003,"journal-article",1330,3301
"17664",173,2003,"posted-content",3,0
"17665",173,2004,"book-chapter",6,0
"17666",173,2004,"journal-article",1440,5427
"17667",173,2004,"posted-content",3,1
"17668",173,2005,"book-chapter",11,0
"17669",173,2005,"journal-article",1462,3304
"17670",173,2005,"posted-content",2,0
"17671",173,2006,"book",2,0
"17672",173,2006,"book-chapter",4,0
"17673",173,2006,"journal-article",1756,3081
"17674",173,2007,"book-chapter",4,0
"17675",173,2007,"journal-article",1725,3763
"17676",173,2007,"posted-content",2,5
"17677",173,2008,"book-chapter",8,0
"17678",173,2008,"journal-article",1712,2785
"17679",173,2008,"posted-content",2,0
"17680",173,2009,"book",2,3
"17681",173,2009,"book-chapter",7,0
"17682",173,2009,"journal-article",2123,3704
"17683",173,2009,"posted-content",4,124
"17684",173,2010,"book-chapter",6,2
"17685",173,2010,"journal-article",1681,2486
"17686",173,2010,"posted-content",1,0
"17687",173,2011,"book-chapter",7,0
"17688",173,2011,"journal-article",1391,2047
"17689",173,2011,"posted-content",4,1
"17690",173,2012,"book",1,0
"17691",173,2012,"book-chapter",4,0
"17692",173,2012,"journal-article",1280,1784
"17693",173,2012,"posted-content",5,34
"17694",173,2013,"book",1,0
"17695",173,2013,"book-chapter",11,0
"17696",173,2013,"journal",2,0
"17697",173,2013,"journal-article",1104,1393
"17698",173,2013,"posted-content",2,5
"17699",173,2014,"book-chapter",4,0
"17700",173,2014,"journal-article",650,1367
"17701",173,2014,"posted-content",3,5
"17702",173,2015,"book-chapter",3,0
"17703",173,2015,"journal-article",487,1451
"17704",173,2015,"other",1,0
"17705",173,2015,"posted-content",4,4
"17706",173,2015,"proceedings-article",1,0
"17707",173,2016,"book-chapter",4,0
"17708",173,2016,"journal-article",931,2020
"17709",173,2016,"other",1,0
"17710",173,2016,"posted-content",4,2
"17711",173,2016,"proceedings-article",4,0
"17712",173,2017,"book",2,0
"17713",173,2017,"book-chapter",6,0
"17714",173,2017,"journal-article",621,983
"17715",173,2017,"other",1,0
"17716",173,2017,"posted-content",3,3
"17717",173,2017,"proceedings-article",6,0
"17718",173,2017,NA,1,0
"17719",173,2018,"book",1,1
"17720",173,2018,"journal-article",348,437
"17721",173,2018,"proceedings-article",2,0
"17722",173,2019,"journal-article",447,195
"17723",173,2019,"posted-content",3,3
"17724",173,2019,"proceedings-article",2,0
"17725",173,2020,"book",1,0
"17726",173,2020,"book-chapter",11,0
"17727",173,2020,"journal",1,0
"17728",173,2020,"journal-article",634,230
"17729",173,2020,NA,37,2
"17730",173,2021,"book",1,0
"17731",173,2021,"book-chapter",3,0
"17732",173,2021,"journal",6,0
"17733",173,2021,"journal-article",4973,1169
"17734",173,2021,"posted-content",31,35
"17735",173,2021,NA,3642,39
"17736",173,2022,"journal-article",421,116
"17737",173,2022,"other",1,0
"17738",173,2022,"posted-content",1,16
"17739",173,NA,"journal-article",9,1
"17740",105,1977,"journal-article",17287,36358
"17741",105,1978,"book-chapter",15,0
"17742",105,1978,"journal-article",17812,35560
"17743",105,1979,"book",1,0
"17744",105,1979,"book-chapter",7,0
"17745",105,1979,"journal-article",18869,40073
"17746",105,1980,"book",1,0
"17747",105,1980,"book-chapter",4,0
"17748",105,1980,"journal-article",18148,45160
"17749",105,1981,"book-chapter",9,0
"17750",105,1981,"journal-article",18084,42821
"17751",105,1982,"book",2,0
"17752",105,1982,"book-chapter",8,0
"17753",105,1982,"journal-article",18644,47590
"17754",105,1982,"posted-content",1,0
"17755",105,1983,"book",1,0
"17756",105,1983,"book-chapter",6,0
"17757",105,1983,"journal-article",19880,40024
"17758",105,1984,"book",1,0
"17759",105,1984,"book-chapter",9,0
"17760",105,1984,"journal-article",18849,40217
"17761",105,1985,"book-chapter",8,0
"17762",105,1985,"journal-article",18300,47051
"17763",105,1986,"book-chapter",5,0
"17764",105,1986,"journal-article",19077,44347
"17765",105,1987,"book",1,0
"17766",105,1987,"book-chapter",9,0
"17767",105,1987,"journal-article",19551,48963
"17768",105,1988,"book-chapter",7,0
"17769",105,1988,"journal-article",19198,55474
"17770",105,1989,"book-chapter",9,0
"17771",105,1989,"journal-article",20419,61770
"17772",105,1990,"book",1,0
"17773",105,1990,"book-chapter",6,0
"17774",105,1990,"journal-article",20389,61647
"17775",105,1991,"book",2,0
"17776",105,1991,"book-chapter",10,0
"17777",105,1991,"journal-article",20847,63707
"17778",105,1992,"book-chapter",3,0
"17779",105,1992,"journal-article",22155,76591
"17780",105,1993,"book",1,0
"17781",105,1993,"book-chapter",11,0
"17782",105,1993,"journal-article",21112,76178
"17783",105,1994,"book-chapter",6,0
"17784",105,1994,"journal-article",21135,88750
"17785",105,1995,"book",1,0
"17786",105,1995,"book-chapter",11,0
"17787",105,1995,"journal-article",20647,82638
"17788",105,1996,"book-chapter",5,0
"17789",105,1996,"journal-article",21862,86994
"17790",105,1996,"posted-content",1,0
"17791",105,1996,"reference-entry",2,0
"17792",105,1997,"book",1,0
"17793",105,1997,"book-chapter",17,2
"17794",105,1997,"journal-article",22975,96082
"17795",105,1997,"posted-content",2,0
"17796",105,1997,"reference-entry",3,0
"17797",105,1998,"book",1,0
"17798",105,1998,"book-chapter",9,2
"17799",105,1998,"journal-article",23908,136779
"17800",105,1998,"posted-content",4,0
"17801",105,1998,"reference-entry",3,0
"17802",105,1999,"book",1,0
"17803",105,1999,"book-chapter",7,5
"17804",105,1999,"journal-article",24296,97121
"17805",105,1999,"posted-content",4,0
"17806",105,1999,"reference-entry",8,0
"17807",105,2000,"book-chapter",11,0
"17808",105,2000,"journal-article",23383,117460
"17809",105,2000,"posted-content",5,0
"17810",105,2000,"reference-entry",10,2
"17811",105,2001,"book-chapter",8,0
"17812",105,2001,"journal-article",22170,104749
"17813",105,2001,"posted-content",8,12
"17814",105,2001,"reference-entry",11,0
"17815",105,2002,"book",1,0
"17816",105,2002,"book-chapter",16,0
"17817",105,2002,"journal-article",24362,127846
"17818",105,2002,"posted-content",2,0
"17819",105,2002,"reference-entry",8,0
"17820",105,2002,NA,10,0
"17821",105,2003,"book-chapter",9,0
"17822",105,2003,"journal-article",24526,116509
"17823",105,2003,"posted-content",3,14
"17824",105,2003,"reference-entry",17,0
"17825",105,2003,NA,1,0
"17826",105,2004,"book-chapter",7,0
"17827",105,2004,"journal-article",24617,120681
"17828",105,2004,"posted-content",7,40
"17829",105,2004,"reference-entry",4,0
"17830",105,2005,"book",1,0
"17831",105,2005,"book-chapter",3,0
"17832",105,2005,"journal-article",24588,121021
"17833",105,2005,"posted-content",3,0
"17834",105,2005,"reference-entry",11,0
"17835",105,2006,"book-chapter",3,0
"17836",105,2006,"journal-article",24868,112258
"17837",105,2006,"posted-content",3,0
"17838",105,2006,"reference-entry",6,0
"17839",105,2006,NA,1,2
"17840",105,2007,"book",1,0
"17841",105,2007,"book-chapter",8,0
"17842",105,2007,"journal-article",24938,110546
"17843",125,1912,"journal-article",3,0
"17844",125,1913,"journal-article",7,0
"17845",125,1914,"journal-article",6,0
"17846",125,1915,"journal-article",4,0
"17847",125,1916,"journal-article",2,0
"17848",125,1918,"journal-article",5,0
"17849",125,1919,"journal-article",3,0
"17850",125,1920,"journal-article",5,0
"17851",125,1921,"journal-article",5,0
"17852",125,1922,"journal-article",3,0
"17853",125,1923,"journal-article",6,0
"17854",125,1924,"journal-article",5,0
"17855",125,1925,"journal-article",8,0
"17856",125,1926,"journal-article",10,0
"17857",125,1927,"journal-article",9,0
"17858",125,1928,"journal-article",14,0
"17859",125,1929,"journal-article",14,0
"17860",125,1930,"journal-article",28,0
"17861",125,1931,"journal-article",14,0
"17862",125,1932,"journal-article",8,0
"17863",125,1933,"journal-article",24,2
"17864",125,1934,"journal-article",29,0
"17865",125,1935,"journal-article",105,0
"17866",125,1936,"journal-article",16,0
"17867",125,1937,"journal-article",7,0
"17868",125,1938,"journal-article",6,0
"17869",125,1939,"journal-article",11,0
"17870",125,1940,"journal-article",7,0
"17871",125,1941,"journal-article",8,0
"17872",125,1942,"journal-article",21,0
"17873",125,1943,"journal-article",8,0
"17874",125,1944,"journal-article",7,0
"17875",125,1945,"journal-article",10,1
"17876",125,1946,"journal-article",19,2
"17877",125,1947,"journal-article",59,2
"17878",125,1948,"journal-article",33,15
"17879",125,1949,"journal-article",85,30
"17880",125,1950,"journal-article",58,28
"17881",125,1951,"journal-article",113,45
"17882",125,1952,"journal-article",80,141
"17883",125,1953,"journal-article",72,40
"17884",125,1954,"journal-article",154,66
"17885",125,1955,"journal-article",116,70
"17886",125,1956,"journal-article",161,201
"17887",125,1957,"journal-article",131,44
"17888",125,1958,"journal-article",172,83
"17889",125,1959,"journal-article",226,81
"17890",125,1960,"journal-article",283,30
"17891",125,1961,"journal-article",267,100
"17892",125,1962,"journal-article",403,155
"17893",125,1963,"journal-article",493,337
"17894",125,1964,"journal-article",512,392
"17895",125,1965,"journal-article",628,146
"17896",125,1966,"journal-article",526,189
"17897",125,1967,"journal-article",615,258
"17898",125,1968,"journal-article",669,476
"17899",125,1969,"journal-article",693,242
"17900",125,1970,"journal-article",655,401
"17901",125,1971,"journal-article",654,595
"17902",125,1972,"journal-article",756,959
"17903",125,1973,"journal-article",657,1945
"17904",125,1974,"journal-article",856,2609
"17905",125,1975,"journal-article",1411,5571
"17906",125,1976,"journal-article",767,4948
"17907",125,1977,"journal-article",872,3415
"17908",125,1978,"journal-article",941,3913
"17909",125,1979,"journal-article",833,4080
"17910",125,1980,"journal-article",991,4747
"17911",125,1981,"journal-article",1065,4849
"17912",125,1982,"journal-article",1200,6277
"17913",125,1983,"journal-article",1566,8877
"17914",125,1984,"journal-article",1738,7918
"17915",125,1985,"journal-article",2045,7481
"17916",125,1986,"journal-article",2049,8960
"17917",125,1987,"journal-article",2306,8870
"17918",125,1988,"journal-article",2406,10674
"17919",125,1989,"journal-article",2404,11099
"17920",125,1990,"journal-article",2508,10572
"17921",125,1991,"journal-article",2636,13404
"17922",125,1992,"journal-article",2493,12674
"17923",125,1993,"journal-article",2760,16465
"17924",125,1994,"journal-article",2853,16987
"17925",125,1995,"journal-article",2873,18087
"17926",125,1995,NA,1,0
"17927",125,1996,"journal-article",3117,21467
"17928",125,1996,NA,1,0
"17929",125,1997,"journal-article",3355,25201
"17930",125,1998,"journal-article",2936,21070
"17931",125,1998,NA,2,0
"17932",125,1999,"journal-article",3008,20896
"17933",125,2000,"journal-article",2854,20783
"17934",125,2001,"journal-article",2809,16207
"17935",125,2002,"journal-article",3148,23595
"17936",125,2003,"journal-article",3211,12515
"17937",125,2004,"journal-article",3752,12553
"17938",125,2005,"journal-article",3946,10068
"17939",125,2006,"journal",1,0
"17940",125,2006,"journal-article",3981,8290
"17941",125,2007,"journal-article",3741,8343
"17942",125,2008,"journal-article",3924,10760
"17943",125,2009,"book-chapter",1,0
"17944",125,2009,"journal-article",3461,12290
"17945",125,2010,"journal",1,0
"17946",125,2010,"journal-article",3522,11216
"17947",125,2011,"book",1,0
"17948",125,2011,"book-chapter",1,1
"17949",125,2011,"journal",1,0
"17950",125,2011,"journal-article",3076,8908
"17951",125,2012,"book-chapter",1,0
"17952",125,2012,"journal-article",3541,7062
"17953",125,2012,NA,10,6
"17954",125,2013,"journal",2,0
"17955",125,2013,"journal-article",2982,5911
"17956",125,2013,"posted-content",1,0
"17957",125,2013,NA,3,3
"17958",125,2014,"book-series",1,0
"17959",125,2014,"journal-article",3019,5744
"17960",125,2014,"posted-content",1,0
"17961",125,2014,NA,4,0
"17962",125,2015,"journal-article",2434,4361
"17963",125,2015,NA,1,0
"17964",125,2016,"journal-article",2249,2582
"17965",125,2017,"journal-article",1959,1674
"17966",125,2017,NA,10,3
"17967",125,2018,"journal-article",2006,1152
"17968",125,2018,NA,4,1
"17969",125,2019,"journal-article",2273,1016
"17970",125,2019,"posted-content",1,0
"17971",125,2019,NA,5,13
"17972",125,2020,"journal",1,1
