"venue_id","srcid","sm_code","weight"
"https://openalex.org/V103144763",NA,93,1
"https://openalex.org/V103178497",NA,37,1
"https://openalex.org/V1032060107",NA,159,1
"https://openalex.org/V1032312002",NA,156,1
"https://openalex.org/V1032365090",NA,105,1
"https://openalex.org/V103239605",NA,73,1
"https://openalex.org/V1034094591",NA,41,0.333333333333333
"https://openalex.org/V1034094591",NA,72,0.333333333333333
"https://openalex.org/V1034094591",NA,77,0.333333333333333
"https://openalex.org/V1034150229",NA,72,0.25
"https://openalex.org/V1034150229",NA,42,0.25
"https://openalex.org/V1034150229",NA,70,0.25
"https://openalex.org/V1034150229",NA,77,0.25
"https://openalex.org/V1034618884",NA,65,1
"https://openalex.org/V1034709837",NA,41,1
"https://openalex.org/V1035346364",NA,147,1
"https://openalex.org/V103705461",NA,104,1
"https://openalex.org/V103714085",NA,39,1
"https://openalex.org/V1038890340",NA,171,1
"https://openalex.org/V1038894675",NA,125,1
"https://openalex.org/V103923857",NA,104,1
"https://openalex.org/V1039627220",NA,97,1
"https://openalex.org/V103976430",NA,152,1
"https://openalex.org/V1040244895",NA,163,1
"https://openalex.org/V1040749385",NA,21,1
"https://openalex.org/V1041061247",NA,61,1
"https://openalex.org/V1041814519",NA,40,1
"https://openalex.org/V104198154",NA,83,1
"https://openalex.org/V1042066257",NA,43,1
"https://openalex.org/V1042912287",NA,70,1
"https://openalex.org/V104308233",NA,102,1
"https://openalex.org/V10436352",NA,26,1
"https://openalex.org/V104431058",NA,108,1
"https://openalex.org/V1044388164",NA,81,1
"https://openalex.org/V1044485955",NA,7,1
"https://openalex.org/V1044633313",NA,76,1
"https://openalex.org/V1044866793",NA,30,1
"https://openalex.org/V104500299",NA,165,1
"https://openalex.org/V1045104681",NA,41,1
"https://openalex.org/V104549940",NA,163,1
"https://openalex.org/V104717114",NA,31,1
"https://openalex.org/V104804592",NA,61,1
"https://openalex.org/V104875562",NA,171,1
"https://openalex.org/V105053347",NA,71,1
"https://openalex.org/V105094761",NA,149,1
"https://openalex.org/V105116163",NA,74,1
"https://openalex.org/V105143360",NA,119,1
"https://openalex.org/V105355132",NA,55,1
"https://openalex.org/V105390777",NA,169,1
"https://openalex.org/V105406693",NA,97,1
"https://openalex.org/V105439191",NA,86,1
"https://openalex.org/V105492962",NA,167,1
"https://openalex.org/V105501788",NA,119,1
"https://openalex.org/V105521950",NA,1,1
"https://openalex.org/V105549618",NA,85,1
"https://openalex.org/V10562539",NA,147,1
"https://openalex.org/V105637830",NA,153,1
"https://openalex.org/V105638504",NA,120,1
"https://openalex.org/V105799543",NA,27,1
"https://openalex.org/V105811054",NA,157,1
"https://openalex.org/V105841957",NA,61,1
"https://openalex.org/V106085749",NA,31,1
"https://openalex.org/V106294431",NA,57,1
"https://openalex.org/V106359780",NA,81,1
"https://openalex.org/V106390105",NA,167,1
"https://openalex.org/V106597503",NA,114,1
"https://openalex.org/V106605015",NA,169,1
"https://openalex.org/V106777555",NA,42,1
"https://openalex.org/V106816033",NA,167,1
"https://openalex.org/V106862300",NA,159,1
"https://openalex.org/V107033909",NA,61,1
"https://openalex.org/V107044354",NA,150,1
"https://openalex.org/V107101301",NA,90,1
"https://openalex.org/V10717226",NA,167,1
"https://openalex.org/V107214695",NA,14,1
"https://openalex.org/V107218063",NA,61,1
"https://openalex.org/V107438032",NA,37,1
"https://openalex.org/V107469482",NA,42,1
"https://openalex.org/V107775873",NA,145,1
"https://openalex.org/V107810194",NA,139,1
"https://openalex.org/V107880978",NA,105,1
"https://openalex.org/V107976061",NA,81,1
"https://openalex.org/V108168800",NA,70,1
"https://openalex.org/V108262941",NA,120,1
"https://openalex.org/V108264734",NA,133,1
"https://openalex.org/V108365452",NA,76,1
"https://openalex.org/V108419172",NA,149,1
"https://openalex.org/V108463975",NA,22,1
"https://openalex.org/V108490398",NA,95,1
"https://openalex.org/V108670776",NA,123,1
"https://openalex.org/V108730730",NA,158,1
"https://openalex.org/V108920599",NA,49,1
"https://openalex.org/V109077999",NA,45,1
"https://openalex.org/V109079305",NA,1,1
"https://openalex.org/V109088475",NA,45,1
"https://openalex.org/V109093769",NA,147,1
"https://openalex.org/V109144305",NA,31,1
"https://openalex.org/V109223824",NA,31,1
"https://openalex.org/V109244653",NA,167,1
"https://openalex.org/V109278468",NA,165,1
"https://openalex.org/V109304184",NA,15,1
"https://openalex.org/V109512841",NA,105,1
"https://openalex.org/V109518828",NA,83,1
"https://openalex.org/V10952671",NA,128,1
"https://openalex.org/V109535982",NA,85,1
"https://openalex.org/V109605386",NA,123,1
"https://openalex.org/V109620622",NA,42,1
"https://openalex.org/V109672102",NA,167,1
"https://openalex.org/V109711878",NA,87,1
"https://openalex.org/V109766937",NA,99,1
"https://openalex.org/V109814817",NA,42,1
"https://openalex.org/V109997589",NA,147,1
"https://openalex.org/V110062167",NA,156,1
"https://openalex.org/V110167451",NA,70,1
"https://openalex.org/V110199229",NA,74,1
"https://openalex.org/V110326593",NA,46,1
"https://openalex.org/V110360698",NA,77,1
"https://openalex.org/V110394852",NA,105,1
"https://openalex.org/V110490392",NA,120,1
"https://openalex.org/V110604635",NA,163,1
"https://openalex.org/V110816294",NA,83,1
"https://openalex.org/V110831062",NA,61,1
"https://openalex.org/V110912950",NA,133,1
"https://openalex.org/V110946686",NA,30,1
"https://openalex.org/V11097043",NA,159,1
"https://openalex.org/V111011753",NA,85,1
"https://openalex.org/V111105241",NA,54,1
"https://openalex.org/V11123494",NA,157,1
"https://openalex.org/V111280297",NA,155,1
"https://openalex.org/V111445703",NA,150,1
"https://openalex.org/V111482492",NA,162,1
"https://openalex.org/V111667038",NA,24,1
"https://openalex.org/V111727011",NA,110,1
"https://openalex.org/V111753414",NA,24,1
"https://openalex.org/V111799808",NA,163,1
"https://openalex.org/V111872859",NA,26,1
"https://openalex.org/V112045545",NA,31,1
"https://openalex.org/V112107218",NA,40,1
"https://openalex.org/V112326359",NA,110,1
"https://openalex.org/V112343931",NA,17,1
"https://openalex.org/V112423896",NA,147,1
"https://openalex.org/V112560388",NA,39,1
"https://openalex.org/V112674977",NA,15,1
"https://openalex.org/V112728577",NA,83,1
"https://openalex.org/V112730712",NA,122,1
"https://openalex.org/V112822680",NA,43,1
"https://openalex.org/V112828915",NA,147,1
"https://openalex.org/V112841251",NA,37,1
"https://openalex.org/V112890211",NA,14,1
"https://openalex.org/V112915553",NA,111,1
"https://openalex.org/V113026046",NA,123,1
"https://openalex.org/V113063659",NA,139,1
"https://openalex.org/V113166787",NA,40,1
"https://openalex.org/V113178815",NA,126,1
"https://openalex.org/V113369061",NA,61,1
"https://openalex.org/V113410698",NA,150,1
"https://openalex.org/V113410967",NA,40,1
"https://openalex.org/V113426170",NA,57,1
"https://openalex.org/V113490347",NA,37,1
"https://openalex.org/V113542562",NA,167,1
"https://openalex.org/V11358226",NA,70,1
"https://openalex.org/V113649293",NA,73,1
"https://openalex.org/V113745887",NA,169,1
"https://openalex.org/V113789221",NA,105,1
"https://openalex.org/V113790209",NA,169,1
"https://openalex.org/V113844863",NA,30,1
"https://openalex.org/V11387115",NA,154,1
"https://openalex.org/V113913715",NA,159,1
"https://openalex.org/V113942516",NA,43,1
"https://openalex.org/V114104845",NA,163,1
"https://openalex.org/V114141714",NA,31,1
"https://openalex.org/V114402912",NA,19,1
"https://openalex.org/V114462902",NA,87,1
"https://openalex.org/V114472488",NA,169,1
"https://openalex.org/V114531735",NA,83,1
"https://openalex.org/V114717841",NA,24,1
"https://openalex.org/V114770941",NA,136,1
"https://openalex.org/V114929431",NA,162,1
"https://openalex.org/V114989984",NA,167,1
"https://openalex.org/V115126051",NA,110,1
"https://openalex.org/V115196597",NA,125,1
"https://openalex.org/V115232736",NA,163,1
"https://openalex.org/V115248486",NA,105,1
"https://openalex.org/V115275344",NA,167,1
"https://openalex.org/V115304631",NA,31,1
"https://openalex.org/V115398998",NA,21,1
"https://openalex.org/V115511387",NA,76,1
"https://openalex.org/V115575112",NA,170,1
"https://openalex.org/V115587109",NA,110,1
"https://openalex.org/V11564457",NA,112,1
"https://openalex.org/V115693375",NA,125,1
"https://openalex.org/V115832349",NA,167,1
"https://openalex.org/V115878092",NA,105,1
"https://openalex.org/V115885588",NA,147,1
"https://openalex.org/V11597331",NA,117,1
"https://openalex.org/V116029333",NA,31,1
"https://openalex.org/V116161111",NA,152,1
"https://openalex.org/V116254318",NA,83,1
"https://openalex.org/V116267103",NA,144,1
"https://openalex.org/V116393019",NA,31,1
"https://openalex.org/V116405997",NA,28,1
"https://openalex.org/V116504217",NA,155,1
"https://openalex.org/V116532113",NA,83,1
"https://openalex.org/V116621642",NA,105,1
"https://openalex.org/V1166745",NA,27,1
"https://openalex.org/V116795324",NA,110,1
"https://openalex.org/V116904151",NA,81,1
"https://openalex.org/V116980047",NA,61,1
"https://openalex.org/V117011005",NA,57,1
"https://openalex.org/V117084390",NA,147,1
"https://openalex.org/V117189504",NA,105,1
"https://openalex.org/V117292697",NA,153,1
"https://openalex.org/V117296209",NA,28,1
"https://openalex.org/V117349584",NA,145,1
"https://openalex.org/V117352575",NA,146,1
"https://openalex.org/V11737673",NA,147,1
"https://openalex.org/V117393405",NA,76,1
"https://openalex.org/V117438558",NA,163,1
"https://openalex.org/V117491575",NA,99,1
"https://openalex.org/V117611367",NA,114,1
"https://openalex.org/V117685085",NA,61,1
"https://openalex.org/V117687505",NA,83,1
"https://openalex.org/V117777504",NA,70,1
"https://openalex.org/V118055264",NA,110,1
"https://openalex.org/V118183399",NA,122,1
"https://openalex.org/V118216261",NA,27,1
"https://openalex.org/V118237761",NA,147,1
"https://openalex.org/V118378543",NA,77,1
"https://openalex.org/V11838608",NA,24,1
"https://openalex.org/V118431517",NA,39,1
"https://openalex.org/V118511448",NA,110,1
"https://openalex.org/V118549787",NA,76,1
"https://openalex.org/V118604189",NA,61,1
"https://openalex.org/V118610483",NA,108,1
"https://openalex.org/V118710943",NA,49,1
"https://openalex.org/V118722880",NA,90,1
"https://openalex.org/V118797868",NA,99,1
"https://openalex.org/V118879562",NA,169,1
"https://openalex.org/V118988084",NA,142,1
"https://openalex.org/V119211588",NA,2,1
"https://openalex.org/V119257654",NA,40,1
"https://openalex.org/V119265154",NA,149,1
"https://openalex.org/V119291192",NA,99,1
"https://openalex.org/V119322380",NA,133,1
"https://openalex.org/V11933594",NA,35,1
"https://openalex.org/V119421911",NA,87,1
"https://openalex.org/V119435564",NA,167,1
"https://openalex.org/V119494089",NA,111,1
"https://openalex.org/V119587767",NA,65,1
"https://openalex.org/V119599544",NA,91,1
"https://openalex.org/V119630662",NA,31,1
"https://openalex.org/V11973042",NA,147,1
"https://openalex.org/V119769419",NA,167,1
"https://openalex.org/V11997294",NA,31,1
"https://openalex.org/V120187538",NA,131,1
"https://openalex.org/V120252230",NA,50,1
"https://openalex.org/V120419321",NA,9,1
"https://openalex.org/V120623706",NA,99,1
"https://openalex.org/V120650898",NA,168,1
"https://openalex.org/V120792344",NA,67,1
"https://openalex.org/V120873902",NA,31,1
"https://openalex.org/V120970199",NA,43,1
"https://openalex.org/V121023886",NA,147,1
"https://openalex.org/V121178160",NA,157,1
"https://openalex.org/V121340927",NA,126,1
"https://openalex.org/V121341522",NA,105,1
"https://openalex.org/V121400239",NA,83,1
"https://openalex.org/V121406250",NA,76,1
"https://openalex.org/V121454881",NA,76,1
"https://openalex.org/V121521422",NA,150,0.5
"https://openalex.org/V121521422",NA,169,0.5
"https://openalex.org/V121524942",NA,174,1
"https://openalex.org/V121532950",NA,113,1
"https://openalex.org/V121640476",NA,68,1
"https://openalex.org/V121707599",NA,61,1
"https://openalex.org/V12179978",NA,40,1
"https://openalex.org/V121950795",NA,155,1
"https://openalex.org/V121972155",NA,87,1
"https://openalex.org/V122014475",NA,174,1
"https://openalex.org/V122300111",NA,28,1
"https://openalex.org/V122364590",NA,83,1
"https://openalex.org/V122433521",NA,147,1
"https://openalex.org/V122452910",NA,83,0.5
"https://openalex.org/V122452910",NA,113,0.5
"https://openalex.org/V122544015",NA,120,1
"https://openalex.org/V12268883",NA,1,1
"https://openalex.org/V122909061",NA,116,1
"https://openalex.org/V122944797",NA,105,1
"https://openalex.org/V12300285",NA,28,1
"https://openalex.org/V12301670",NA,39,1
"https://openalex.org/V123032346",NA,14,1
"https://openalex.org/V123332472",NA,30,1
"https://openalex.org/V123467924",NA,43,1
"https://openalex.org/V1237927",NA,61,1
"https://openalex.org/V123793971",NA,152,1
"https://openalex.org/V123822488",NA,77,1
"https://openalex.org/V123856118",NA,15,1
"https://openalex.org/V123913595",NA,132,1
"https://openalex.org/V123945649",NA,69,1
"https://openalex.org/V124017082",NA,46,1
"https://openalex.org/V124035957",NA,157,1
"https://openalex.org/V124053294",NA,147,1
"https://openalex.org/V124240608",NA,105,1
"https://openalex.org/V124242604",NA,83,1
"https://openalex.org/V124399352",NA,50,1
"https://openalex.org/V12440265",NA,76,1
"https://openalex.org/V124576161",NA,21,1
"https://openalex.org/V124607725",NA,156,1
"https://openalex.org/V124621927",NA,61,1
"https://openalex.org/V124772569",NA,60,1
"https://openalex.org/V124874049",NA,81,1
"https://openalex.org/V125058558",NA,57,1
"https://openalex.org/V125079184",NA,113,1
"https://openalex.org/V12511572",NA,116,1
"https://openalex.org/V125166392",NA,115,1
"https://openalex.org/V125198641",NA,111,1
"https://openalex.org/V125270255",NA,45,1
"https://openalex.org/V125273398",NA,62,1
"https://openalex.org/V125353052",NA,99,1
"https://openalex.org/V125499977",NA,164,1
"https://openalex.org/V125565916",NA,31,1
"https://openalex.org/V125586085",NA,14,1
"https://openalex.org/V125724548",NA,147,1
"https://openalex.org/V12584718",NA,57,1
"https://openalex.org/V125881992",NA,87,1
"https://openalex.org/V125934071",NA,127,1
"https://openalex.org/V126011588",NA,28,1
"https://openalex.org/V126013225",NA,57,1
"https://openalex.org/V12613394",NA,31,1
"https://openalex.org/V126269290",NA,83,1
"https://openalex.org/V126288550",NA,166,1
"https://openalex.org/V126350667",NA,53,1
"https://openalex.org/V126357066",NA,61,1
"https://openalex.org/V126438173",NA,80,1
"https://openalex.org/V126447321",NA,70,1
"https://openalex.org/V12651931",NA,61,1
"https://openalex.org/V12653085",NA,15,1
"https://openalex.org/V126773071",NA,1,1
"https://openalex.org/V127111275",NA,55,1
"https://openalex.org/V127154787",NA,27,1
"https://openalex.org/V127224575",NA,40,1
"https://openalex.org/V12723432",NA,67,1
"https://openalex.org/V127265990",NA,49,1
"https://openalex.org/V127393666",NA,14,1
"https://openalex.org/V127504645",NA,142,1
"https://openalex.org/V127515457",NA,83,1
"https://openalex.org/V127567987",NA,157,1
"https://openalex.org/V12759023",NA,126,1
"https://openalex.org/V127707846",NA,65,1
"https://openalex.org/V127769668",NA,147,1
"https://openalex.org/V12777552",NA,61,1
"https://openalex.org/V127796595",NA,40,1
"https://openalex.org/V127872637",NA,94,1
"https://openalex.org/V127878589",NA,113,1
"https://openalex.org/V127917940",NA,68,1
"https://openalex.org/V127979628",NA,143,1
"https://openalex.org/V128054985",NA,102,1
"https://openalex.org/V128223704",NA,61,1
"https://openalex.org/V128239818",NA,37,1
"https://openalex.org/V128315523",NA,14,1
"https://openalex.org/V128565479",NA,74,1
"https://openalex.org/V128578846",NA,100,1
"https://openalex.org/V128633968",NA,147,1
"https://openalex.org/V128724249",NA,83,1
"https://openalex.org/V128754310",NA,15,1
"https://openalex.org/V128770802",NA,83,1
"https://openalex.org/V128848949",NA,115,1
"https://openalex.org/V129410440",NA,173,1
"https://openalex.org/V129439886",NA,119,1
"https://openalex.org/V129520764",NA,157,1
"https://openalex.org/V129571661",NA,145,1
"https://openalex.org/V129886164",NA,42,1
"https://openalex.org/V130106760",NA,169,0.5
"https://openalex.org/V130106760",NA,22,0.5
"https://openalex.org/V130182579",NA,83,1
"https://openalex.org/V130261356",NA,110,1
"https://openalex.org/V130329595",NA,162,1
"https://openalex.org/V130438094",NA,113,1
"https://openalex.org/V130441949",NA,113,1
"https://openalex.org/V130594570",NA,163,1
"https://openalex.org/V130737440",NA,74,1
"https://openalex.org/V130793754",NA,41,1
"https://openalex.org/V130801046",NA,163,1
"https://openalex.org/V130854260",NA,113,1
"https://openalex.org/V131117787",NA,62,1
"https://openalex.org/V131118998",NA,61,1
"https://openalex.org/V131385101",NA,16,1
"https://openalex.org/V13144211",NA,31,1
"https://openalex.org/V131530025",NA,167,1
"https://openalex.org/V131578767",NA,73,1
"https://openalex.org/V131583313",NA,144,1
"https://openalex.org/V131663046",NA,173,1
"https://openalex.org/V131679521",NA,61,1
"https://openalex.org/V131706786",NA,159,1
"https://openalex.org/V131708932",NA,104,1
"https://openalex.org/V131820281",NA,169,1
"https://openalex.org/V131921510",NA,38,1
"https://openalex.org/V132140910",NA,164,1
"https://openalex.org/V132147440",NA,167,1
"https://openalex.org/V132209445",NA,149,1
"https://openalex.org/V132239082",NA,152,1
"https://openalex.org/V132266618",NA,70,1
"https://openalex.org/V132304417",NA,128,1
"https://openalex.org/V132310603",NA,66,1
"https://openalex.org/V13231426",NA,162,1
"https://openalex.org/V132368879",NA,57,1
"https://openalex.org/V13239415",NA,126,1
"https://openalex.org/V132435535",NA,107,1
"https://openalex.org/V132448729",NA,141,1
"https://openalex.org/V132598247",NA,105,1
"https://openalex.org/V132638866",NA,137,1
"https://openalex.org/V132716140",NA,105,1
"https://openalex.org/V13281104",NA,155,1
"https://openalex.org/V133410275",NA,102,1
"https://openalex.org/V133540521",NA,83,1
"https://openalex.org/V13376254",NA,21,1
"https://openalex.org/V133809855",NA,119,1
"https://openalex.org/V133947007",NA,16,1
"https://openalex.org/V133991097",NA,23,1
"https://openalex.org/V13400002",NA,9,1
"https://openalex.org/V134101889",NA,45,1
"https://openalex.org/V134275830",NA,87,1
"https://openalex.org/V134307298",NA,154,1
"https://openalex.org/V134384760",NA,169,1
"https://openalex.org/V134423501",NA,129,1
"https://openalex.org/V134480887",NA,41,1
"https://openalex.org/V134482011",NA,27,1
"https://openalex.org/V134600019",NA,27,1
"https://openalex.org/V134605227",NA,37,1
"https://openalex.org/V134638896",NA,15,1
"https://openalex.org/V134716191",NA,45,1
"https://openalex.org/V134912441",NA,116,1
"https://openalex.org/V134916330",NA,85,1
"https://openalex.org/V134945662",NA,85,1
"https://openalex.org/V134986326",NA,81,1
"https://openalex.org/V134988049",NA,59,1
"https://openalex.org/V135029334",NA,150,1
"https://openalex.org/V135058521",NA,31,1
"https://openalex.org/V135064885",NA,51,0.5
"https://openalex.org/V135064885",NA,68,0.5
"https://openalex.org/V135187643",NA,15,1
"https://openalex.org/V135262353",NA,14,1
"https://openalex.org/V135273178",NA,152,1
"https://openalex.org/V135357799",NA,149,1
"https://openalex.org/V135394783",NA,57,1
"https://openalex.org/V135399015",NA,121,1
"https://openalex.org/V13555218",NA,121,1
"https://openalex.org/V135590534",NA,147,1
"https://openalex.org/V135799701",NA,85,1
"https://openalex.org/V13586557",NA,7,1
"https://openalex.org/V136111043",NA,64,1
"https://openalex.org/V136141078",NA,110,1
"https://openalex.org/V136154832",NA,115,1
"https://openalex.org/V136177435",NA,76,1
"https://openalex.org/V136194254",NA,87,1
"https://openalex.org/V136226655",NA,123,1
"https://openalex.org/V136314087",NA,83,1
"https://openalex.org/V136317673",NA,113,1
"https://openalex.org/V13663286",NA,105,1
"https://openalex.org/V136633375",NA,147,1
"https://openalex.org/V136778369",NA,81,1
"https://openalex.org/V136874437",NA,173,1
"https://openalex.org/V13698240",NA,96,1
"https://openalex.org/V136999626",NA,62,1
"https://openalex.org/V137016846",NA,45,1
"https://openalex.org/V137120146",NA,108,1
"https://openalex.org/V137436081",NA,50,1
"https://openalex.org/V137525994",NA,69,1
"https://openalex.org/V137571962",NA,161,1
"https://openalex.org/V137711371",NA,73,1
"https://openalex.org/V137949794",NA,97,1
"https://openalex.org/V138008841",NA,165,1
"https://openalex.org/V138315415",NA,149,1
"https://openalex.org/V138332659",NA,115,1
"https://openalex.org/V138354367",NA,87,1
"https://openalex.org/V138506870",NA,97,1
"https://openalex.org/V138592535",NA,31,1
"https://openalex.org/V138712653",NA,61,1
"https://openalex.org/V138842040",NA,118,1
"https://openalex.org/V138902939",NA,157,1
"https://openalex.org/V138908304",NA,119,1
"https://openalex.org/V138933360",NA,139,1
"https://openalex.org/V139070992",NA,123,1
"https://openalex.org/V139138817",NA,83,1
"https://openalex.org/V139143312",NA,45,1
"https://openalex.org/V139233680",NA,15,1
"https://openalex.org/V139289085",NA,65,1
"https://openalex.org/V139340696",NA,167,1
"https://openalex.org/V139416485",NA,169,1
"https://openalex.org/V139417868",NA,104,1
"https://openalex.org/V139573839",NA,41,1
"https://openalex.org/V139652661",NA,61,1
"https://openalex.org/V13973740",NA,70,1
"https://openalex.org/V139899721",NA,62,1
"https://openalex.org/V139901720",NA,150,1
"https://openalex.org/V140098354",NA,105,1
"https://openalex.org/V140186065",NA,174,1
"https://openalex.org/V140222592",NA,24,1
"https://openalex.org/V140436982",NA,14,1
"https://openalex.org/V14046259",NA,1,1
"https://openalex.org/V140592379",NA,75,1
"https://openalex.org/V14059627",NA,15,1
"https://openalex.org/V140637629",NA,15,1
"https://openalex.org/V140643119",NA,62,1
"https://openalex.org/V140993610",NA,28,1
"https://openalex.org/V141081643",NA,57,1
"https://openalex.org/V141229364",NA,61,1
"https://openalex.org/V141333782",NA,41,1
"https://openalex.org/V141366535",NA,112,1
"https://openalex.org/V141391593",NA,94,1
"https://openalex.org/V141456655",NA,75,1
"https://openalex.org/V141468604",NA,55,1
"https://openalex.org/V141645812",NA,137,1
"https://openalex.org/V141755406",NA,64,1
"https://openalex.org/V141818800",NA,74,1
"https://openalex.org/V14181881",NA,70,1
"https://openalex.org/V141924832",NA,35,1
"https://openalex.org/V141994130",NA,49,1
"https://openalex.org/V142280747",NA,104,1
"https://openalex.org/V142481036",NA,120,1
"https://openalex.org/V142593579",NA,119,1
"https://openalex.org/V142661445",NA,37,1
"https://openalex.org/V142668579",NA,116,1
"https://openalex.org/V142725411",NA,55,1
"https://openalex.org/V142878192",NA,49,1
"https://openalex.org/V142960510",NA,121,1
"https://openalex.org/V143008211",NA,152,1
"https://openalex.org/V14326310",NA,99,1
"https://openalex.org/V143392810",NA,41,1
"https://openalex.org/V143608141",NA,41,1
"https://openalex.org/V143615459",NA,23,1
"https://openalex.org/V143694603",NA,157,1
"https://openalex.org/V143806524",NA,62,1
"https://openalex.org/V143869438",NA,125,1
"https://openalex.org/V14392665",NA,97,1
"https://openalex.org/V144070897",NA,38,1
"https://openalex.org/V144119614",NA,5,1
"https://openalex.org/V144334016",NA,37,1
"https://openalex.org/V144374558",NA,70,1
"https://openalex.org/V144435468",NA,129,1
"https://openalex.org/V144469688",NA,99,1
"https://openalex.org/V144611220",NA,62,1
"https://openalex.org/V144693862",NA,163,1
"https://openalex.org/V144863238",NA,165,1
"https://openalex.org/V144871169",NA,70,1
"https://openalex.org/V144873439",NA,119,1
"https://openalex.org/V144971505",NA,163,1
"https://openalex.org/V145022980",NA,157,1
"https://openalex.org/V145085008",NA,83,1
"https://openalex.org/V145275467",NA,28,1
"https://openalex.org/V145337823",NA,62,1
"https://openalex.org/V145342622",NA,28,1
"https://openalex.org/V145445665",NA,31,1
"https://openalex.org/V145486560",NA,110,1
